posted_date,author_name,author_headline,author_type,is_repost,likes,comments,reposts,total_engagement,summary,post_text,post_url
2026-09-18,Julia Zoë Drothen,Specialist Solution Engineer @Salesforce,person,no,27,1,0,28,"Julia Zoë Drothen, a Salesforce Solution Engineer, marks her second Dreamforce, cites AIforce bringing data beyond the UI, and highlights seeing Usher and Gwen Stefani perform.","So… am I officially a Dreamforce veteran now? 👀

Okay, maybe not quite yet — but Dreamforce 2026, it’s a wrap! ✨

My second Dreamforce, and what a week it has been. Intense, exciting, inspiring and honestly just amazing.

From exploring the latest AI innovations and hearing inspiring customer stories, to reconnecting with customers, partners and colleagues, there was so much to take away.

One of my biggest takeaways? The future of AI goes beyond the traditional UI — AIforce is bringing trusted data and business logic to wherever people and agents work. 🤖 

But Dreamforce is not only about technology. It’s the people and the conversations that make it so special. ❤️
I’m already looking forward to continuing those conversations with our customers and bringing the inspiration back home.

And of course, seeing Usher and Gwen Stefani live was another unforgettable highlight, two incredible shows and another thing I can check off my bucket list! ✨

Leaving San Francisco inspired, incredibly grateful, tired — but so full of energy! 🤩

#DF26 #Dreamforce #Salesforce #AI #Agentforce",https://www.linkedin.com/posts/juliadrothen_df26-dreamforce-salesforce-activity-7506771619864854528-WZGb
2026-09-18,Lynne Feeney,"Director, Strategic Technology Alliances | Salesforce & AI Ecosystem | HLS · Co-Sell · GTM · Partner Program Management",person,no,9,0,0,9,"Lynne Feeney of WilcoSource highlights launching the Medical Device Service and Support Intelligence Tableau Next Agent, the SF MOMA women's event, and a Jim Gaffigan show.","Thank you, Dreamforce, for another incredible week! 🙌

My biggest takeaway: yes, it's all about AI, but AI can't replace the heart and soul, or the personal and professional value, we gain by collaborating with real people and building authentic, trusted human relationships. 🤝 

Half the week is planned. The other half is the unbelievable way we ""bump into"" the right people on a campus of 50k+. From our HLS welcome event to our speakeasy offices at Marianne's at the Cavalier, I spent the week with my Wilco Source colleagues, Salesforce partners, and clients. The Salesforce women's networking event at the SF MOMA was a highlight, always a lovely evening, and I'm so happy to have been invited back this year. 💫

I'm especially proud of how our team and the Salesforce Tableau Next team came together to launch our Medical Device Service and Support Intelligence | Tableau Next Agent as a Dreamforce Launch Partner. 🚀

AI is moving fast, and we're in this together. Our conversations delved into org readiness, data, security, and governance, which matter even more in Healthcare & Life Sciences. We're also entering year 2 with Hubbl, identifying the security, tech debt, and compliance work required to establish a strong, trusted data foundation for our clients and Salesforce customers as we continue moving forward in this agentic era. 🤖 

Thursday closed out the week with two highlights: big laughs with Jim Gaffigan, and Wilco Source hosting the Salesforce HLS SE team for a happy hour. Thank you, Chris Thomas, for bringing your team together! 🍻

Reese Witherspoon said it best: be authentically you, fortune favors the bold, and relationships matter. 💛

#Dreamforce #DF26 #SalesforceSummitPartner #WilcoSource #Healthcare #LifeSciences #MedTech",https://www.linkedin.com/posts/lynnefeeney_dreamforce-df26-salesforcesummitpartner-activity-7506771952217276416-J0jD
2026-09-18,Amulya Metku,Product Manager @ Salesforce,person,no,50,3,0,53,"Amulya Metku, a Salesforce Product Manager, presented on autonomous IT, Agentforce and IT Service Cloud alongside colleagues Alyssa G. and Jessica Crane.","What a week at incredible Dreamforce! ✨

Getting to share our work around autonomous IT, Agentforce, and IT Service Cloud was a truly special experience — but doing it alongside such amazing leaders made it even better Alyssa G. and Jessica Crane ! 

From the conversations before the session to the energy in the room and the people I got to meet along the way, this week gave me so many moments I’ll carry with me.

Grateful for the team, the opportunity, and all the memories. 🤍

Here’s to the people who make the work meaningful and the moments that make it memorable.

#Dreamforce #Dreamforce2026 #Agentforce #Salesforce #AI #AutonomousIT",https://www.linkedin.com/posts/amulyametku_dreamforce-dreamforce2026-agentforce-activity-7506771962157969408-NOIF
2026-09-18,Anna Crabtree,"Building the Systems, Strategy & Structure Behind a High-Performing Marketing Team",person,no,22,1,0,23,"Anna Crabtree, an AEC marketing leader, reflects on Agentforce, AI, CRM and data intelligence, planning to apply Salesforce insights to construction industry workflows.","Still riding the high from Dreamforce 2026!💙☁️

What an incredible few days of learning, connecting, and seeing firsthand just how quickly technology, and especially AI, is changing the way we work.

For me, one of the most exciting parts was looking at everything through the lens of the AEC industry. Construction has always been about building, but behind every project is an enormous amount of data, relationships, knowledge, communication, and collaboration. The opportunity to better connect all of those pieces is huge.

From Agentforce and AI to automation, CRM, data intelligence, and connected technology, I walked away thinking about how much opportunity we have to work smarter, not by replacing the human side of our industry, but by giving our people better information and better tools to make decisions, strengthen relationships, and ultimately build better.

I’m especially excited about the possibilities around how to better leverage our CRM (Salesforce) and how we can continue breaking down information silos and turning the data we already have into something truly useful across marketing, business development, operations, and leadership.

And on a personal level, Dreamforce reminded me how much I genuinely love this part of what I do. I love learning new technology, figuring out how it can solve real business problems, and then finding ways to make it practical for the people who will actually use it.

I am coming home with a long list of ideas, and probably even more questions, which, to me, is the sign of a great conference. 😊

The future of technology in AEC is incredibly exciting, and I’m grateful to have had the opportunity to experience Dreamforce 2026 and bring some of that inspiration back with me.

Now it’s time to turn all this information into action! 🚀

#Dreamforce2026 #Dreamforce #AEC #Salesforce #Agentforce #AI #CRM #KnowledgeManagement #DataStrategy #Innovation #DigitalTransformation",https://www.linkedin.com/posts/anna-crabtree-196a97a_dreamforce2026-dreamforce-aec-activity-7506772005166329856-yq7k
2026-09-18,David Martinez,Manager-Distributor Support and Brand Protection at Toyota North America,person,no,6,2,0,8,"David Martinez, Toyota North America manager, recounts averaging 27,000 daily steps at Dreamforce and asks Marshall Friday whether he missed STARC walls at SFO.","Headed back home after a long week in San Francisco at Salesforce Dreamforce! Couldn’t wait to get seated in my seat 1) because I was averaging 27,000 steps a day this week, and 2) to post my first Airplane Legs of LinkedIn post. Much respect to the road dogs who live in and out of the airports! 
Marshall Friday  did I miss the STARC walls at SFO, or do they blend in so well that I didn’t even notice I was in construction zone?",https://www.linkedin.com/posts/david-martinez-77aa862a7_headed-back-home-after-a-long-week-in-san-activity-7506772036715880448-S9B4
2026-09-18,Miranda N.,Growth Marketing @ Alithya,person,no,4,0,0,4,"Miranda N., Alithya growth marketer, describes her first Dreamforce, Agentforce demos, and events with partner Leankor.ai, thanking Mike Burns, Chris Heilig and colleagues.","Just wrapped up my first Dreamforce with the Alithya team! 🚀 What an experience it was being in right in the middle of such an exciting time for AI and the great things happening with Agentforce, AIforce and Claudeforce. It was impressive to see agentforce demos in action and how quickly these capabilities are becoming part of real world applications.

And of course my biggest highlight was the great turnout at our Alithya events alongside our partner, Leankor.ai. Huge thanks to everyone who joined us and to the team Mike Burns Chris Heilig Greg Ewing-Lee Ed Sullivan Geoji George Lance Speck for making the events a huge success. 🙌🏻✨

I’m already looking forward to the great events we’ll bring to Dreamforce 2027!

#df26 #salesforce #agentforce #alithya",https://www.linkedin.com/posts/miranda-nong_df26-salesforce-agentforce-activity-7506772311346352128-eL5M
2026-09-18,LTM Interactive,"8,026 followers",company,yes,7,0,1,8,"LTM Interactive highlights three days of Agentforce, AIforce and Data 360 discussions, thanking clients, partners and trailblazers who attended its Dreamforce activities.","What a fantastic Day 3—and that’s a wrap on Dreamforce!  

Three days of conversations, announcements, demos, and ideas made one thing clear: the Agentic Enterprise is moving from possibility to execution. 

From Agentforce and AIforce to Data 360, LTM is focused on turning AI innovation into measurable business impact. Thank you to every client, partner, and trailblazer who joined us!",https://www.linkedin.com/posts/ltimindtree-digital-interactive-services_itstimetooutcreate-agenticenterprise-df26-activity-7506772361564729345-5SqC
2026-09-18,Daniel Kotok,Executive Vice President of Sales at Cloudality and Co-Founder,person,no,34,4,1,39,"Daniel Kotok, Cloudality EVP of Sales, describes meeting Michael and Son Services and Salesforce staff, and praises the restaurant Fang in San Francisco.","Good time at Dreamforce this week. Team Cloudality got to catch up with the folks from Michael and Son Services and the Salesforce team — always fun to talk shop in person instead of over Zoom.

Also ate really well because Fang in SF never disappoints - if you have never been I highly recommend!

Already looking forward to next year.

JM Irving Jules Jouffroy Jon Sadler Ben Apa",https://www.linkedin.com/posts/daniel-kotok-546a144_good-time-at-dreamforce-this-week-team-cloudality-activity-7506772405311168512-6Lhi
2026-09-18,Karmina A.,Head of Threat Intelligence at Cloud Protection by WithSecure,person,no,10,1,0,11,"Karmina A., WithSecure's Head of Threat Intelligence, notes security sessions grew from a handful last year to over 30 this year at Dreamforce.","Dreamforce week comes to an end!

It’s amazing to see how much security has grown as a topic at Dreamforce. From only a handful of sessions last year to more than 30 this year, along with new security capabilities and a much stronger presence for trust and security across the event.

I’m really happy to see security getting the attention it deserves. Excited to see where we go from here!

#DF26 #Cybersecurity",https://www.linkedin.com/posts/activity-7506772471350558720-BPGT
2026-09-18,Red Argyle,"1,814 followers",company,no,0,0,0,0,"Red Argyle recaps Dreamforce with Garry's reflections on AI, Agentforce and Salesforce ecosystem changes, inviting followers to share their own takeaways in comments.","We’re back from Dreamforce and we have a lot to talk about.

Garry came home with plenty of thoughts. And, as you might expect, the rest of the Red Argyle team has plenty of thoughts of their own.
From AI and Agentforce to what’s changing across the Salesforce ecosystem, there was a lot to take in, and even more to think about.

But the conversation doesn't stop because Dreamforce has come to an end.

What stood out to you?
What questions are you still thinking about?
What are you trying to figure out for your organization?

Drop your thoughts and questions in the comments.

Garry has a few things to say and we’re ready to hear what you have to say, too.

#Dreamforce #Salesforce #Agentforce #AI #RedArgyle",https://www.linkedin.com/posts/red-argyle_dreamforce-salesforce-agentforce-activity-7506772471673597953-iPjZ
2026-09-18,Akshay Panse,Co-Founder at Cloobot (Alchemist#37) | Author of #1 New Release “The AI-Native Consulting Firm,person,no,8,1,0,9,"Akshay Panse, Cloobot co-founder, highlights Data 360 and Agentforce keynote themes on data context, thanking Tech Mahindra for hosting his team's lounge.","Just back from three very full days at #Dreamforce2026.

Like most people there, I went in expecting a lot of talk about #AIagents. And there was plenty of it.

But what stayed with me from the keynotes was not a new feature or a big announcement. It was the growing recognition that AI is only useful when it has the right context.

The Data 360 keynote kept coming back to this: having data is not the same as having usable context.

The Agentforce sessions made the conversation more practical—less “look what an agent can do” and more “where is it actually creating value for a business?”

And the Slack keynote was a good reminder that technology only becomes useful when it fits into how people already work together.

I also enjoyed the conversations outside the sessions. Founders, implementation teams, enterprise leaders—everyone is trying to work out the same thing: where can AI genuinely help, and where do we still need to slow down and get the fundamentals right?

As a co-founder building Cloobot X, those conversations were invaluable. They gave me a lot to think about and a few ideas I’m excited to bring back to the team.

Big thank you to Tech Mahindra for hosting us at their lounge and for making us feel so welcome.

Now, on to the follow-ups.

#Dreamforce #Dreamforce2026 #Salesforce #EnterpriseAI #Founders #CloobotX",https://www.linkedin.com/posts/akshay-panse-cloobot_dreamforce2026-aiagents-dreamforce-activity-7506772747398647808-Fdcu
2026-09-18,NTT DATA North America,"787,531 followers",company,no,11,1,2,14,"NTT DATA North America shares Murat Aksu's perspective on maintaining governance, control, trust and accountability as AI agents become more autonomous enterprise-wide.","After three days of conversations around agents, AI, data and the future of the enterprise, Murat Aksu, Head of Alliance North America, shares his perspective on a topic that may not always grab the headlines, but will be critical to making it all work: governance.
 
As AI agents become more autonomous and more deeply embedded across the enterprise, how do organizations maintain the right control, trust and accountability without slowing innovation down?
 
#DF26",https://www.linkedin.com/posts/ntt-data-americas_df26-activity-7506772887832272896-lK4y
2026-09-18,Megan Daoudi,Client Relations @ Pop Life Photo | Treasurer @ WIPA SF Bay,person,yes,2,0,0,2,"Megan Daoudi, Pop Life Photo's client relations lead, describes returning attendees at her team's AI Trading Card activation booth, which ran continuously from open to close.","Some Dreamforce attendees came back to our AI Trading Card activation this year because they remembered it from last year.

That's the moment every event marketer is after. Not just a line at the booth, but a guest who carries the experience with them for twelve months and seeks it out again.

We had a steady stream of participants from open to close, and our team was there the whole time making each person feel like the star of their own card. A personalized card in about a minute, shared instantly, and a story they wanted to tell.

Proud of this team, and grateful to be part of Dreamforce again.

#Dreamforce #ExperientialMarketing #EventProfs #AIActivation",https://www.linkedin.com/posts/megan-daoudi-818138183_experientialmarketing-aitradingcards-activity-7506772899530215424-ySHV
2026-09-18,Nikki Lopez,digital enablement services,person,no,26,1,0,27,"Nikki Lopez, a Randstad Digital enablement professional, shares her takeaway that humans and AI agents should collaborate, combining agent speed with human judgment and empathy.","Grateful to have experienced Dreamforce alongside team Randstad Digital and some of our most trusted global partners!☁️

My favorite takeaway being the future isn’t humans vs. AI- it’s humans and agents building together🪄

Agents bring speed and scale. People bring judgment, creativity, empathy, and context. The real opportunity is finding better ways to combine both, freeing teams to focus on the work where they bring the most value #DF26",https://www.linkedin.com/posts/lopeznikki_df26-activity-7506773029901803521-tw0D
2026-09-18,Spekit 🐙,"24,675 followers",company,no,25,1,0,26,"Spekit thanks Booth 222 visitors, showcasing AI-powered Deal Rooms, AI Sidekick, a Slack integration and Spekit MCP at Dreamforce 2026.","That's a wrap on Dreamforce 2026 🐙

Huge thanks to everyone who stopped by Booth 222 this week, met the team, grabbed a Speki, and let us show you what's new: AI-powered Deal Rooms, AI Sidekick, our Slack integration, Spekit MCP, and more.

It was a great week connecting with so many teams and hearing how you're thinking about AI, agents, and what's next for revenue.

Didn't make it to the booth, or want to revisit anything we showed? Our Spekit x Dreamforce deal room has it all in one place: https://lnkd.in/e3eMvW34

See you next year!",https://www.linkedin.com/posts/spekit_thats-a-wrap-on-dreamforce-2026-huge-activity-7506773093550428160-29-H
2026-09-18,Suraj Ghodmare,"Salesforce Solution Architect helping global enterprises scale Service Cloud, OmniStudio & Integrations",person,no,1,0,0,1,"Suraj Ghodmare recaps the keynote, citing Marc Benioff's ""AIforce,"" the new reasoning model ""Koa"" built on Nvidia's Nemotron 3 Super, and Jensen Huang's remarks.","AI is officially moving from the edge of the enterprise straight into its operating core. 

🚀I just caught the key notes from the Dreamforce 2026 keynote, and the message from Marc Benioff and industry leaders is clear: we are living through a massive interface revolution that is going to entirely transform how businesses operate.The ""SaaSpocalypse"" narrative? Debunked as ""crazy nonsense"". Instead, we are entering the era of the Agentic Enterprise.
Here are my top 3 takeaways from the main stage:
🔹 1. Welcome to ""AIforce""Salesforce introduced a live, dynamic, intelligent, and composable AI interface. By marrying probabilistic AI intelligence with deeply rooted enterprise data, they are creating what Marc Benioff calls ""AIforce""—untrapping massive amounts of business value.
🔹 2. Introducing ""Koa""—Salesforce’s New Reasoning ModelInstead of training AI on generic internet data, Salesforce built Koa. This proprietary reasoning model was built by post-training NVIDIA’s Nemotron 3 Super on thousands of simulated enterprise scenarios. It allows autonomous agents to reason, orchestrate, and take measurable action across complex workflows.
🔹 3. The End of ""Software That Makes Humans Do All the Work""NVIDIA CEO Jensen Huang joined the stage to reiterate that AI isn't replacing software; it's a powerful layer on top of it. The goal is to eliminate administrative burdens (like trimming retail upgrade times from 30 minutes to just 10 minutes) so human teams can focus purely on customer relationships and strategy.The Bottom Line: The competitive race is no longer about deploying more standalone bots. It's about deploying smarter, contextually aware, intelligent systems backed by trusted data and solid governance.
Did you tune into Dreamforce this year? What announcement are you most excited to see in action? 👇
#Dreamforce2026 #Salesforce #AIforce #AgenticEnterprise #EnterpriseAI #Innovation",https://www.linkedin.com/posts/suraj-ghodmaresf_dreamforce2026-salesforce-aiforce-activity-7506773173913325568-nclm
2026-09-18,Rachel Dishman,Applied AI Architect at Salesforce,person,no,61,3,0,64,Rachel Dishman reflects on Dreamforce 2026 and announces her move into a new role as Applied AI Architect at Salesforce.,"Dreamforce 2026 has certainly set the bar high! This week felt like a defining moment for where AI is headed, and the energy, ideas, and excitement around what comes next were palpable.

I’m grateful for the opportunity to learn from so many people shaping the future of AI, and even more excited to take that inspiration into my next chapter at Salesforce as an Applied AI Architect. Looking forward to continuing to learn, build, and put these ideas into practice with our customers!",https://www.linkedin.com/posts/rachel-dishman_dreamforce-2026-has-certainly-set-the-bar-activity-7506773255303761920-okau
2026-09-18,Belladati,"2,989 followers",company,no,25,1,1,27,"Belladati recaps three days meeting clients and partners at Dreamforce 2026, referencing Agentforce, Data Cloud and MuleSoft updates.","Esto fue #Dreamforce2026

Tres días para encontrarnos con clientes, partners y referentes del ecosistema Salesforce, compartir experiencias y conocer de cerca las novedades que están marcando el rumbo de la transformación digital.

Desde Belladati, seguimos construyendo nuevas oportunidades y llevando todo ese aprendizaje a los desafíos reales de nuestros clientes.

Vamos por más. 🚀

#Dreamforce2026 #DF26 #Salesforce #Belladati #Agentforce #DataCloud #MuleSoft",https://www.linkedin.com/posts/belladatiar_dreamforce2026-dreamforce2026-df26-activity-7506773313604456448-BXD9
2026-09-18,Accelerize 360,"34,744 followers",company,no,3,0,0,3,"Accelerize 360 cites KPMG's 53% enterprise agent adoption, Deloitte's 21% governance maturity figure, and Gartner's forecast of 40%+ project cancellations by 2027.","Dreamforce 2026 is over. The theme that outlasted the keynotes: governance.

Two years ago, Dreamforce was about proving agents could work. This year, the question in almost every session was different: can you actually stand behind what you've already deployed?
The numbers explain why.

→ 53% of large US enterprises already have agents running in production (KPMG)

→ Just 21% rate their agentic governance as mature (Deloitte)

→ Gartner expects 40%+ of agentic AI projects to be cancelled by 2027 — not over model quality, but cost overruns, unclear ROI, and weak risk controls

That's the gap nobody talks about at the demo stage: most companies are further along deploying agents than governing them.

And agents fail differently than software does. No thrown error, no visible crash — just a wrong action, an escalation that shouldn't have happened, a different outcome from the same prompt on a different day. Silent failure is harder to catch and harder to explain to an auditor.

Salesforce has clearly been building for this — the Einstein Trust Layer, agent-level access controls, session tracing. But the tooling only matters if governance is treated as part of the architecture, not a compliance step bolted on after launch.

The rollouts that will hold up aren't the ones that moved fastest. They're the ones with:

A named owner who can actually shut the agent off
Tiered autonomy earned through demonstrated reliability
An audit trail that survives real scrutiny
A kill switch that's been tested, not just documented
Human checkpoints wherever being wrong is expensive

For more details, read our blog here: https://lnkd.in/dFB7id4e

#Dreamforce2026 #Agentforce #AIGovernance #Salesforce #Accelerize360",https://www.linkedin.com/posts/accelerize360_dreamforce-2026-from-deploying-agents-to-activity-7506773380864528385-0w47
2026-09-18,Kyle John Fenton,"Automation/Integration, AI and Data | Subject Matter Expert",person,no,21,2,0,23,"Kyle John Fenton, representing Salesforce's Data Foundations team, recaps his first Dreamforce showcasing Agent Fabric at customer meetings, the booth, and a roundtable.","Happy Friday!


First Dreamforce in the books for me and as it stands, probably going to want to keep coming out here into perpetuity. Absolute spectacle in terms of ""what good looks like"" whether it was the environment, sessions, accommodations, etc. I remember mentioning to folks that I'm quite enjoying how our product capabilities keep expanding to really meet people ""where they are at"" with more tailored solutions to help run your business accordingly versus trying to process improve to get there. Helps when the messaging is becoming more and more concise and it allows us to showcase the outcomes people are ultimately looking for.

As mentioned prior, super honored and humbled to have gotten the invite to represent the Data Foundations team illustrating all that Agent Fabric can do for our customers/prospects at customer meetings, the booth and even helped facilitate a roundtable. To those reading this that had a say in even making this a reality to begin with, once again thank you very much for the experience. 🙌

Until next time friends. Now to hopefully catch up on some sleep. 😂🤙

#selltheconnector
#df26",https://www.linkedin.com/posts/kylejohnfenton_selltheconnector-df26-activity-7506773428650246144-PkRK
2026-09-18,Seongho Kim (김성호),대표 Salesforce Customer Success Group Korea (컨설팅 서비스 사업부문 - Agentic Enterprise Consulting Services powered by Agentforce),person,no,3,0,0,3,"Seongho Kim outlines Salesforce's four-layer Agentic Enterprise architecture—Data 360, Customer 360, Agentforce, AIforce—and highlights Claudeforce via the expanded Anthropic MCP partnership.","I believe this year’s Dreamforce demonstrated that Salesforce now has the full set of capabilities needed to make the Agentic Enterprise a reality.
In fact, of all the conferences I have experienced so far, this was probably the most impactful.
For companies aspiring to become Agentic Enterprises, Salesforce presented a clear direction, a concrete execution, and the readiness to make it happen—with countless Wow Moments throughout the event.
In a nutshell, what impressed me most about this year’s Dreamforce was that Salesforce provided a very concrete answer to one fundamental question:
“In a real business environment, how can we apply AI and AI Agents—the probabilistic intelligence—on top of the deterministic business infrastructure built on a company’s Data and Business Context, in order to create tangible business value?”
I would summarize the architecture Salesforce demonstrated this year into four layers:
1. Data 360
Integrate and connect enterprise data.
2. Customer 360
Turn that data into a deterministic business infrastructure grounded in business context and customer relationships.
3. Agentforce
Enable clearly defined AI Agents to perform actual work based on that data and business context.
4. AIforce
Extend AI beyond Salesforce itself, allowing users to access Salesforce Data, Workflows, and Business Logic through the interfaces they choose—including Claude, Slack, Coworker, and custom-built interfaces.
One of the biggest Wow Moments at this year’s Dreamforce was AIforce.
“AI replaces the UI.”
Traditionally, users entered the Salesforce UI to access data and perform their work. Now, they can leverage Salesforce Data and Workflows through the AI interface of their choice.
Even someone who has never opened the Salesforce UI can use AI to retrieve and update records, execute workflows, and get answers to business questions.
Claudeforce was another great example of how this vision is becoming real.
Through an expanded partnership with Anthropic, Salesforce for Claude leverages MCP (Model Context Protocol), enabling Claude to access Salesforce Data, Business Context, and capabilities.
Salesforce also reinforced its commitment to Trust and Data Security, including Zero Data Retention, as a critical foundation for enterprise AI adoption.
Ultimately, the message of Dreamforce was not simply:
“Adopt AI.”
It was much more specific:
Build on Data and Business Context
→ Let AI Agents do the work
→ Give people the freedom to work through the interfaces they choose
→ Create real business outcomes.
That, to me, is what Salesforce is envisioning as the Agentic Enterprise.",https://www.linkedin.com/posts/seongho-kim-%EA%B9%80%EC%84%B1%ED%98%B8-a7b5b67_i-believe-this-years-dreamforce-demonstrated-activity-7506773518412357632-RqHb
2026-09-18,Portafolio,"247,687 followers",company,no,65,3,5,73,"Portafolio reports Salesforce unveiled AI Force, an agent family spanning Claude, Slack and Lightning, deepening its partnership with Anthropic.","Salesforce está llevando a cabo esta semana el Dreamforce 2026, en este contexto, la compañía anunció que busca redefinir la forma en que las empresas se relacionan con la inteligencia artificial con su nueva plataforma AI Force, una familia de agentes que se adapta a distintas superficies —Claude, Slack, Lightning— y que profundiza la alianza de la compañía con Anthropic. 

Lea la entrevista completa en ⬇️  https://lnkd.in/ef5K3edy",https://www.linkedin.com/posts/portafolioco_salesforce-est%C3%A1-llevando-a-cabo-esta-semana-activity-7506773545411100672-7-t-
2026-09-18,"Divyanshu ""DJ"" Jain",Podcast and Partnership @ Everstage | Financial Services & Telecom,person,no,7,0,0,7,"Divyanshu Jain posts a brief ""My LinkedIn right now"" remark tagged #dreamforce #unbound, without further detail.","My LinkedIn right now

#dreamforce #unbound",https://www.linkedin.com/posts/divyanshu-dj-jain_dreamforce-unbound-activity-7506773599475781632-ggld
2026-09-18,Bernardo Vargas,"Helping transform brands into connected, customer‑led businesses",person,no,4,4,0,8,"Bernardo Vargas describes Salesforce extending CRM agents into Claude, Teams and Google, framing the shift as ""AI replaces the UI.""","Just walked out of Dreamforce in San Francisco… and im still buzzing.

The energy in Moscone this week was amazing and it drove big truth: CRM is no longer just a system of record.
It’s becoming a system of intelligence and that intelligence is turning into a teammate.

What stood out most to me: Salesforce is no longer asking us to live inside its UI. It’s bringing the full power of their stack into places we already work: Claude, teams, Google, etc. The places people actually open every day.
“AI replaces the UI” is not a slogan. Its a real shift in how work gets done.
And the agents? They are no longer demos. They are becoming real digital coworkers; working pipeline, handling service, answering customers, and giving people time back to do the work only humans can do: build relationships, make judgment calls, and create :)
What moved me most was not the technology, it was the humanity in the room.
The conversations about trust, customer stories, the shared belief that the companies who win won’t have the most AI… they will be the ones who make humans and agents collaborate brilliantly.

I left more convinced than ever:
The next decade of CRM wont be about better dashboards. It will be about amplifying human potential at scale.

The future is not coming. Its already here, and its collaborative.

#Dreamforce #AgenticEnterprise #AIforce #CRM #Salesforce #FutureOfWork",https://www.linkedin.com/posts/cybernardo_dreamforce-agenticenterprise-aiforce-activity-7506773646145724416-bcpD
2026-09-18,Shankar N.,"Product Builder - AI, Search & Data @ Salesforce | IIM-A | Ex-Microsoft",person,yes,6,1,0,7,Shankar N. thanks Siva Shanmugam and named Salesforce colleagues for backing his two-year Intelligent Context and Graph RAG product initiatives.,"As a team we have made awesome progress and had an excellent Dreamforce. Thanks to your guidance and leadership Siva Shanmugam and the entire team who made this possible

As part of this journey you had hired me 2 years back and given the opportunity to drive 
1. intelligent context
2. Graph RAG 
As two 0->1 initiatives. It is not often in a career everyone gets an opportunity like that . 

Looking forward to drive more Adoption , Usage and Value for our customers.

I want to thank all my partners and mentors who have been together in this journey and I want to acknowledge and thank that this a total team effort and folks who trusted me to led and drive the product charter.

Thanks to
Kartik Muktinutalapati Palaniappa Ramanathan Vishal Meghani Nishan Naseer  Adithya Nittor Vishwanath  Giorgia Paolini  Neha Shetty Harshvardhan Yadav Arundhati M. Jitin Mehndiratta Ravi Ray Jagannathan Venkatesan 
Prabhat Kumar Verma Praveen Gonugunta  Alex Gormley Torres  Madhavan Kesavan Meghamala Ulavapalle Manuel Then   Jinju Alphonsa Thomas Sameer Abhinkar   
and many more .",https://www.linkedin.com/posts/activity-7506773676843921409-ugRW
2026-09-18,"Chris Shortall, PMP, PMI-ACP, CIA",Director of Planning and Operations at Salesforce,person,no,0,0,0,0,Chris Shortall highlights Dreamforce attendees donating an art mural to Oakland's Elmhurst Middle School with the Illuminaries.,"Sleeves up. Mark it up. Make a difference.

Dreamforce attendees give the gift of art to Elmhurst Middle School in Oakland with the Illuminaries 🎨",https://www.linkedin.com/posts/chris-shortall-pmp-pmi-acp-cia-7a45bb_sleeves-up-mark-it-up-make-a-difference-activity-7506773678668484608-uzJ0
2026-09-18,RevSpace,159 followers,company,yes,0,0,0,0,"RevSpace, a company page, promotes post-Dreamforce demo bookings for its AI roleplay sales training and onboarding tool.","Dreamforce: wrapped. 🎬
GTM conversations: just getting started.
If you're looking to ramp new hires faster or get teams battle-ready with AI roleplay practice, let’s keep the momentum going. No skywriting required - we’re heads down helping you fly the plane. 😉.

👉 Book a demo: https://revspace.io/demo/
Or, book a demo with our partners: https://lnkd.in/g8qa5cGr",https://www.linkedin.com/posts/revspace_dreamforce-dreamforce2026-revspace-activity-7506774015705923584-HiTA
